Created Date;UTM_Campaign;UTM_Content ;UTM_Term;Account Owner Territory;Marketo Qualification Level;Marketo Interest Level;Account Status;Unmatched;Hand Raiser;UTM_Medium
12/21/2022;fy23-q4-amer-customer_engagement_review_qsr;;;SMB AMER - Central;High;Low;Assigned;0;0;paid-content-syndication
1/19/2023;fy23-q4-amer-loyalty_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/3/2022;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|c||542343632615;;Medium;Low;No Account Mapped;1;0;paid-search
11/6/2022;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement|customer engagement|p|g|m||499350053175;;High;Low;No Account Mapped;1;0;paid-search
12/12/2022;fy23-q4-amer-bau_retint;customer_engagement_ebook;undefined;;High;Low;No Account Mapped;1;0;paid-social
1/9/2023;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343632615;;Medium;Low;No Account Mapped;1;0;paid-search
12/21/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - Strat;Low;Low;Assigned;0;0;paid-content-syndication
12/23/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - West;Low;Low;Assigned;0;0;paid-content-syndication
1/20/2023;fy22-amer-email_marketing;undefined;email_marketing_best_practices|email marketing best practices|p|g|c||542343485744;;High;Low;No Account Mapped;1;0;paid-search
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
1/25/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;customer-lifecycle_pm|customer lifecycle marketing|p|g|c||379480664574;;High;Low;No Account Mapped;1;0;paid-search
1/20/2023;fy22-amer-email_marketing_platform;undefined;email_marketing_tool|email marketing tool|p|g|m||542343389162;;Medium;Low;No Account Mapped;1;1;paid-search
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Enterprise - Strat;Medium;Low;Unassigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/1/2022;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343632615;;Medium;;Agency (Solutions Partners);0;0;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 1;High;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
1/31/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||587080375402;AMER Emerging Ent - West - 1;High;Medium;Assigned;0;0;paid-search
12/27/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;customer-lifecycle_pm|customer lifecycle stages|p|g|c||379480664574;Partnerships;Medium;Medium;Unassigned;0;0;paid-search
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - East;High;Low;Assigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Scale - Central;Low;Low;Assigned;0;0;paid-content-syndication
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;SMB AMER - Central;High;Low;Assigned;0;0;paid-content-syndication
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - East;High;Low;Assigned;0;0;paid-content-syndication
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/12/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
11/16/2022;fy22-amer-email_marketing;;email_marketing|email marketing|e|g|c||542343389210#Cj0KCQiAsdKbBhDHARIsANJ6-jcjzzFYCqxyYPpsKSdQfVU6BxPODfO2_i31H2JNfTUcLi1ey4eT2ZIaAjbpEALw_wcB;;High;;No Account Mapped;1;1;paid-search
12/29/2022;fy23-q4-amer-grow_with_braze_sf;;;AMER Scale - West - 1;High;;Assigned;0;0;paid-social
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;;Low;Medium;No Account Mapped;0;0;paid-content-syndication
11/18/2022;fy23-q4-amer-bau_retint;customer_engagement_ebook;undefined;;High;Low;No Account Mapped;1;0;paid-social
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Unassigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
1/16/2023;fy22-amer-acq_e_retention-marketing;undefined;customer-retention_pm|customer retention|p|g|m||460825250812;AMER Scale - Central;High;Medium;Assigned;0;0;paid-search
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - Strat;Low;Low;Assigned;0;0;paid-content-syndication
12/27/2022;fy23-q4-amer-mobile_marketing_interest_skills;push_notifications_guide;undefined;SMB AMER - East;High;Medium;Assigned;1;0;paid-social
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 2;High;Low;Customer;0;0;paid-content-syndication
12/18/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-customer_engagement_review_canada;;;SMB AMER - East;Low;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Enterprise - West;Low;Low;Assigned;0;0;paid-content-syndication
12/1/2022;fy22-amer-email_marketing;undefined;email_segmentation_strategy|email segmentation|e|g|c||542343389426;;High;Low;No Account Mapped;0;0;paid-search
1/16/2023;fy22-amer-email_marketing_platform;undefined;email_marketing_services|email marketing services|p|g|c||516472499212;;High;High;No Account Mapped;1;1;paid-search
1/20/2023;fy23-q4-amer-bau_ccmskill;measurement_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 1;High;Low;Assigned;0;0;paid-content-syndication
12/17/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/7/2022;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
12/12/2022;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
11/3/2022;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343389210;AMER Enterprise - Strat;Medium;High;Assigned;0;1;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - Strat;Low;Low;Assigned;0;0;paid-content-syndication
1/25/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing|p|g|c||379480664589;;Medium;Medium;Agency (Solutions Partners);0;0;paid-search
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
1/4/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_em|lifecycle marketing|e|g|c||379480664394;;Medium;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/12/2023;fy22-amer-acq_e_retention-marketing;undefined;customer-retention_pm|customer retention strategies|p|g|m||460825250812;;High;Low;No Account Mapped;1;0;paid-search
1/25/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - Strat;High;Low;Unassigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;;High;Low;Unassigned;0;0;paid-content-syndication
1/16/2023;fy23-q4-amer-remarketing_allsite;marketing_ecosystems_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/21/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-content-syndication
12/7/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing campaigns|p|g|m||379480664589;AMER Scale - West - 1;Medium;Medium;Assigned;0;0;paid-search
12/29/2022;fy22-amer-email_marketing_platform;undefined;email_marketing_agency|email marketing agency|e|g|m||587080375810;;High;;No Account Mapped;1;1;paid-search
12/15/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-search
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;SMB AMER - East;Low;Low;Assigned;0;0;paid-content-syndication
11/10/2022;fy23-q4-amer-bau_smb;customer_engagement_ebook;undefined;;High;Low;No Account Mapped;1;0;paid-social
1/29/2023;fy23-q4-amer-bau_ccmskill;retention_guide;undefined;;High;Low;No Account Mapped;1;0;paid-social
11/3/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;AMER Emerging Ent - East - 2;Medium;High;Assigned;0;1;paid-search
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
1/23/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Emerging Ent - East - 2;High;Low;Assigned;0;0;paid-content-syndication
12/18/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - East - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/23/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;;;Low;No Account Mapped;0;0;paid-content-syndication
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/7/2022;fy23-q2-amer-comp_direct_competitors_klaviyo;mt_competitor_ad_copy_fy22;|klaviyo|p|g|m||610788573080;SMB AMER - Central;Medium;High;Assigned;0;1;paid-search
11/22/2022;fy22-amer-email_marketing_platform;undefined;email_marketing_tool|email marketing tool|p|g|c||542343389162;;High;High;Agency (Solutions Partners);0;0;paid-search
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
1/21/2023;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;AMER Enterprise - Strat;High;Medium;Assigned;0;0;paid-social
1/25/2023;fy23-q4-amer-loyalty_guide;;;AMER Emerging Ent - East - 2;High;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy24-q1-amer-email_inspiration_guide;;;AMER Enterprise - East;High;Low;Assigned;0;0;paid-content-syndication
1/30/2023;fy23-q4-amer-bau_ccmskill;retention_guide;undefined;AMER Scale - Central;High;Low;Assigned;0;0;paid-social
12/19/2022;fy23-q4-amer-customer_engagement_review_canada;;;;High;Low;Unassigned;0;0;paid-content-syndication
11/11/2022;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement_strategy|customer engagement strategy|p|g|m||499449654362;;Medium;Low;No Account Mapped;1;0;paid-search
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - East;Medium;Low;Assigned;0;0;paid-content-syndication
12/28/2022;fy22-amer-email_marketing_platform;undefined;email_marketing_platforms|email marketing platforms|e|g|c||516472499200;;Medium;Low;No Account Mapped;1;1;paid-search
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - East;Low;Low;Assigned;0;0;paid-content-syndication
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/3/2022;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|c||542343632615;;Medium;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/20/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Scale - Central;Low;Low;Assigned;0;0;paid-content-syndication
1/21/2023;fy22-amer-email_marketing_platform;;email_marketing_tool|email marketing tool|p|g|t||542343389162#Cj0KCQiAlKmeBhCkARIsAHy7WVthh0hhnscw3mjt0iYnU3Ud210zDLeY0DbVqumx0Zy2VxkcroN4y_EaAj81EALw_wcB;;High;;No Account Mapped;1;1;paid-search
12/12/2022;fy22-amer-email_marketing_platform;;email_marketing_platforms|email marketing platforms|p|g|c||516472499200#CjwKCAiAv9ucBhBXEiwA6N8nYP94rRlEpD5Zlh0mEaewKJrYz2qElDEJ3cn3a9AxZR-iDOlwVPn44xoCi2cQAvD_BwE;;Medium;Low;No Account Mapped;1;1;paid-search
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Scale - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
1/11/2023;fy22-amer-email_marketing;;email_marketing|email marketing|p|g|c||542343389210#CjwKCAiA2fmdBhBpEiwA4CcHzcT19lJ4EpmpFInFHjgd9moaOiVLt4sJCReZvkqqaEX2l-FHoNTbjBoCdLEQAvD_BwE;;High;;No Account Mapped;1;1;paid-search
1/16/2023;fy22-amer-email_marketing_platform;undefined;email_marketing_tool|email marketing tool|p|g|c||542343389162;;High;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
1/9/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze-pricing_em|braze pricing|e|g|c||502656816223;;Medium;Low;No Account Mapped;1;0;paid-search
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
1/15/2023;fy23-q4-amer-grow_with_braze_sf;;;SMB AMER - West;High;;Assigned;0;0;paid-social
12/17/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - Central;Medium;Low;Unassigned;0;0;paid-content-syndication
11/8/2022;fy22-amer-push_and_messaging;mt_push_and_messaging_ad_copy_fy22;|mobile push notifications|p|g|m||511889410202;;Medium;Low;No Account Mapped;1;0;paid-search
12/6/2022;fy23-q1-amer-bau_smb-carousel;retention_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
1/9/2023;fy22-amer-email_marketing;undefined;email_marketing_best_practices|email marketing best practices|e|g|c||542343485744;AMER Enterprise - East;Medium;Low;Customer;0;0;paid-search
12/9/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Low;Low;Unassigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;;High;Low;No Account Mapped;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/26/2023;fy22-amer-marketing_automation;mt_marketing_automation_ad_copy_fy22;|marketing automation|p|g|c||624590675235#CjwKCAiA5sieBhBnEiwAR9oh2hf-Eorgmrapx7EhdaQ340qGrL7CnWLdE0DAKZb4Po7dY7M3IqHotxoCi4UQAvD_BwE;;High;;No Account Mapped;1;1;paid-search
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Enterprise - West;Medium;Low;Unassigned;0;0;paid-content-syndication
1/9/2023;fy22-amer-acq_e_retention-marketing;mt_retention_ad_copy_fy22;customer-retention_bm|+customer +retention|b|g|c||572731153864;;High;Low;No Account Mapped;1;0;paid-search
11/30/2022;fy23-q4-amer-remarketing_allsite;inspiration_guide;undefined;AMER Scale - West - 1;High;Medium;Assigned;0;0;paid-social
1/13/2023;fy22-amer-email_marketing;;email_marketing|email marketing|p|g|c||542343389210#Cj0KCQiAn4SeBhCwARIsANeF9DIc573Nu6lY9SNnzi2iz-srjNK-HxXL80Pm-5cAPMHfeNe-X5dMvDwaAgc9EALw_wcB;;High;;No Account Mapped;1;1;paid-search
1/20/2023;fy22-amer-comp_direct_competitors;mt_bronto_ad_copy_fy22;bronto|onesignal|e|g|c||615917132792#Cj0KCQiAlKmeBhCkARIsAHy7WVtITg64ascpOMcbO74Um7fTCi0QehgeOLFerB8oDSuE71bBJzfHr-gaAoJKEALw_wcB;;High;High;No Account Mapped;1;1;paid-search
1/16/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;SMB AMER - East;High;Low;Assigned;1;1;paid-search
12/18/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Enterprise - Central;Medium;Low;Unassigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-customer_engagement_review_qsr;;;;High;Low;No Account Mapped;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/12/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Enterprise - Central;Low;Low;Unassigned;0;0;paid-content-syndication
1/17/2023;fy23-q4-amer-customer_engagement_review_canada;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
1/28/2023;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement_model|customer engagement model|p|g|c||499449654215;;High;Low;No Account Mapped;1;0;paid-search
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Scale - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
11/16/2022;fy22-amer-email_marketing_platform;undefined;automated_email_marketing_platform|automated email marketing platform|p|g|c||516472499032;SMB AMER - East;Medium;High;Assigned;0;1;paid-search
1/25/2023;fy22-amer-marketing_automation;mt_marketing_automation_ad_copy_fy22;|marketing automation|p|g|c||511889409827;;Medium;;No Account Mapped;1;1;paid-search
1/20/2023;fy23-q4-amer-loyalty_guide;;;AMER Enterprise - Strat;Medium;Low;Assigned;0;0;paid-content-syndication
11/21/2022;fy22-q1-amer-customer_engagement_review;customer_engagement_review;ideas_for_customer_engagement|ideas for customer engagement|p|g|c||499350053478;;High;Low;No Account Mapped;1;0;paid-search
11/2/2022;fy22-amer-marketing_automation;mt_marketing_automation_ad_copy_fy22;|marketing automation|e|g|c||511889409827#Cj0KCQjwqoibBhDUARIsAH2OpWhXdaGg9_4_7hpDr34tsu_ZjpRd0a-vqnXyxH6nb4vMj4f0041XJOgaAiflEALw_wcB;;Low;;No Account Mapped;1;1;paid-search
1/12/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Enterprise - Central;High;Low;Unassigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 2;Medium;Low;Assigned;0;0;paid-content-syndication
12/15/2022;fy23-q4-amer-customer_engagement_review_canada;;;AMER Enterprise - Strat;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;GSA AMER - West;Medium;Low;Customer via Business Unit;0;0;paid-content-syndication
12/12/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-content-syndication
12/27/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing|p|g|c||379480664589;SMB AMER - Central;High;Medium;Assigned;0;0;paid-search
11/23/2022;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing|p|g|m||379480664589;AMER Scale - West;Medium;Medium;Assigned;0;0;paid-search
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;Low;Low;Unassigned;0;0;paid-content-syndication
11/24/2022;fy22-amer-marketing_automation;mt_marketing_automation_ad_copy_fy22;|marketing automation|p|g|c||511889409830#CjwKCAiAyfybBhBKEiwAgtB7fkXQCvo8YYxRYCigll58RSsUKsJ2hmuapdzcYtNmpVfl-d1Qmlr4IRoC1bIQAvD_BwE;;Medium;;No Account Mapped;1;1;paid-search
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Emerging Ent - West - 1;Low;Low;Assigned;0;0;paid-content-syndication
1/18/2023;fy23-q4-amer-bau_ccmskill;customer_engagement_ebook;undefined;;High;Low;No Account Mapped;1;0;paid-social
11/22/2022;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement|customer engagement|p|g|c||499449654143;AMER Enterprise - East;Medium;Medium;Assigned;0;0;paid-search
11/14/2022;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343632615;;Medium;Low;No Account Mapped;1;0;paid-search
1/22/2023;fy22-q1-amer-customer_engagement_review;customer_engagement_review;customer_engagement_platform|customer engagement platform|e|g|m||499462873394;;High;Low;No Account Mapped;1;0;paid-search
12/21/2022;fy23-q4-amer-customer_engagement_review_canada;;;;Medium;Low;Unassigned;0;0;paid-content-syndication
12/21/2022;fy23-q4-amer-customer_engagement_review_qsr;;;AMER Emerging Ent - West - 1;Medium;Low;Assigned;0;0;paid-content-syndication
12/13/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Scale - Central;Low;Low;Assigned;0;0;paid-content-syndication
12/13/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze-pricing_em|braze pricing|e|g|c||502656816223;SMB AMER - West;Medium;;Assigned;1;1;paid-search
11/14/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||587080375402;;High;High;No Account Mapped;1;1;paid-search
12/2/2022;fy23-q4-amer-g2_smb;retention_guide;undefined;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-social
1/25/2023;Acq_M_Engagement-Lifecycle_NA*2019-CustEng-eBook;undefined;lifecycle-marketing_pm|lifecycle marketing|p|g|c||379480664589;;Medium;Low;No Account Mapped;1;0;paid-search
12/8/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011;;High;High;No Account Mapped;1;1;paid-search
12/14/2022;fy22-amer-acq_e_retention-marketing;mt_retention_ad_copy_fy22;customer-retention_pm|customer retention program|p|g|c||572731153891;SMB AMER - West;High;Medium;Assigned;0;0;paid-search
11/29/2022;fy23-q4-amer-bau_smb;customer_engagement_ebook;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
11/9/2022;fy22-amer-marketing_automation;mt_marketing_automation_ad_copy_fy22;|marketing automation|p|g|c||511889409827;;High;High;No Account Mapped;1;1;paid-search
1/23/2023;fy23-q4-amer-modern_customer_retention_guide_nyny;;;AMER Emerging Ent - West - 2;High;Low;Assigned;0;0;paid-content-syndication
12/18/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - West - 1;Medium;Low;Unassigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-customer_engagement_review_qsr;;;GSA AMER - West;High;Low;Customer via Business Unit;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-retail_inspiration_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/16/2022;fy23-q4-amer-best_in_class_email_guide;;;AMER Scale - West - 1;High;Low;Assigned;0;0;paid-content-syndication
12/12/2022;fy23-q4-amer-modern_customer_retention_guide;;;SMB AMER - West;High;Low;Assigned;0;0;paid-content-syndication
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - West - 2;Low;Low;Assigned;0;0;paid-content-syndication
1/9/2023;fy22-amer-email_marketing;undefined;email_marketing|email marketing|p|g|c||542343632615;SMB AMER - Central;Medium;Low;Assigned;0;0;paid-search
11/10/2022;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_em_kw|braze|e|g|c||502608598011#Cj0KCQiA37KbBhDgARIsAIzce14mkVMAk03ycHkDirXxmPy4G9BE-en3lGAnCFqTzR0GdGCenka98r0aAgtiEALw_wcB;AMER Scale - Central;Low;High;Customer;0;1;paid-search
1/26/2023;fy22-amer-brand_l_brand;mt_brand_ad_copy_fy22;braze_crm|braze crm|p|g|c||502699581962;SMB AMER - AM;High;Low;Customer;0;0;paid-search
12/14/2022;fy23-q4-amer-customer_engagement_review_canada;;;;High;Low;No Account Mapped;0;0;paid-content-syndication
11/15/2022;fy23-q4-amer-bau_retint;inspiration_guide;undefined;;Medium;Low;No Account Mapped;1;0;paid-social
12/9/2022;fy23-q4-amer-modern_customer_retention_guide;;;AMER Emerging Ent - East - 2;Low;Low;Assigned;0;0;paid-content-syndication
12/15/2022;fy22-amer-email_marketing;mt_email_marketing_platform_ad_copy_fy21;email_marketing|email marketing|p|g|c||542343632615;GSA AMER - West;High;Low;Assigned;0;0;paid-search
